TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
A06473,99844598,9427,STC 16944; ESTC S108946,Free,"Lupton, Donald, d. 1676.",1632,London and the countrey carbonadoed and quartred into seuerall characters. By D. Lupton,England -- Social life and customs -- Early works to 1800.; London (England) -- Description and travel -- Early works to 1800.,158,14439,17,1630,1600-1650,y,
A07165,99845561,10468,STC 17571; ESTC S109930,Free,"Cecil, Thomas, fl. 1630, engraver.; Maryland. aut",1635,"A relation of Maryland together, vvith a map of the countrey, the conditions of plantation, his Majesties charter to the Lord Baltemore, translated into English.",Maryland -- Description and travel -- To 1775.,90,16020,17,1630,1600-1650,n,
A07216,99845559,10466,STC 17616; ESTC S109928,Free,"Mason, John, 1586-1635.",1620,"A briefe discourse of the Nevv-found-land with the situation, temperature, and commodities thereof, inciting our nation to goe forward in that hopefull plantation begunne.",Newfoundland -- Description and travel -- Early works to 1800.,16,3570,17,1620,1600-1650,y,
A07619,99899031,15691,STC 18014,Free,"Monipennie, John.",1612,"The abridgement or summarie of the Scots chronicles with a short description of their originall, from the comming of Gathelus their first progenitor out of Græcia into Egypt. And their comming into Portingall and Spaine, and of their kings and gouernours in Spaine, Ireland and Albion, now called Scotland, (howbeit the whole number are not extant) with a true chronologie of all their kings. Their reignes, deaths and burials, from Fergusius the first king of Scotland, vntill his Royall Maiestie, now happily raigning ouer all Great Brittaine and Ireland, and all the isles to them appertaining. With a true description and diuision of the whole realme of Scotland, and of the principall cities, townes, abbies, fortes, castles, towers and riuers, and of the commodities in euery part thereof, and of the isles in generall, with a memoriall of the most rare and wonderfull things in Scotland. By Iohn Monipennie.",Nobility -- Scotland -- Early works to 1800.; Scotland -- Kings and rulers -- Early works to 1800.; Scotland -- Description and travel -- Early works to 1800.; Scotland -- History -- Early works to 1800.; Hebrides (Scotland) -- Description and travel -- Early works to 1800.,130,40409,17,1610,1600-1650,n,
A07623,99835913,146,STC 18018; ESTC S100061,Free,"Monipennie, John.",1603,"Certeine matters concerning the realme of Scotland, composed together The genealogie of all the kings of Scotland, their liues, the yeeres of their coronation, the time of their reigne, the yeere of their death, and maner thereof, with the place of their buriall. The whole nobilitie of Scotland, their surnames, their titles of honour, the names of their chiefe houses, and their mariages. The arch-bishopricks, bishopricks, abbacies, priories, & nunries of Scotland. The knights of Scotland. The forme of the oth of a duke, earle, lord of Parliament, and of a knight. The names of barons, lairds, and chiefe gentlemen in euerie sherifdome. The names of the principall clannes, and surnames of the borderers not landed. The stewartries and baileries of Scotland. The order of the calling of the Table of the Session. The description of whole Scotland, with all the iles, and names thereof. The most rare and woonderfull things in Scotland. As they were anno Domini, 1597.; Certaine matters composed together",Scotland -- Kings and rulers -- Early works to 1800.; Scotland -- Nobility -- Early works to 1800.; Scotland -- Description and travel -- Early works to 1800.,94,29511,17,1600,1600-1650,n,
A07792,99845672,10588,STC 18169; ESTC S110054,Free,"Morrell, William, fl. 1625.",1625,"New-England. Or A briefe enarration of the ayre, earth, water, fish and fowles of that country With a description of the natures, orders, habits, and religion of the natiues; in Latine and English verse.",New England -- Description and travel -- Poetry -- Early works to 1800.,34,6258,17,1620,1600-1650,y,
A07832,22442168,25540,STC 18203; ESTC S455,Free,"Morton, Thomas, 1564-1659.",1637,"New English Canaan, or New Canaan containing an abstract of New England, composed in three bookes : the first booke setting forth the originall of the natives, their manners and customes, together with their tractable nature and love towards the English : the second booke setting forth the naturall indowments of the countrie, and what staple commodities it yeeldeth : the third booke setting forth what people are planted there, their prosperity, what remarkable accidents have happened since the first planting of it, together with their tenents, and practise of their church / written by Thomas Morton ...","Indians of North America -- Massachusetts.; New England -- Description and travel.; Massachusetts -- Description and travel.; Massachusetts -- History -- Colonial period, ca. 1600-1775.",200,48621,17,1630,1600-1650,y,
A07834,99850468,15675,STC 18205; ESTC S115249,Free,"Moryson, Fynes, 1566-1630.",1617,"An itinerary vvritten by Fynes Moryson Gent. First in the Latine tongue, and then translated by him into English: containing his ten yeeres trauell through the tvvelue dominions of Germany, Bohmerland, Sweitzerland, Netherland, Denmarke, Poland, Jtaly, Turky, France, England, Scotland, and Ireland. Diuided into III parts. The I. part. Containeth a iournall through all the said twelue dominions: shewing particularly the number of miles, the soyle of the country, the situation of cities, the descriptions of them, with all monuments in each place worth the seeing, as also the rates of hiring coaches or horses from place to place, with each daies expences for diet, horse-meate, and the like. The II. part. Containeth the rebellion of Hugh, Earle of Tyrone, and the appeasing thereof: written also in forme of a iournall. The III. part. Containeth a discourse vpon seuerall heads, through all the said seuerall dominions.","Tyrone's Rebellion, 1597-1603 -- Early works to 1800.; Europe -- Description and travel -- 17th-18th centuries -- Early works to 1800.",915,676395,17,1610,1600-1650,n,
A08258,99845777,10698,STC 18592; ESTC S110177,Free,"Nixon, Anthony.",1607,"The three English brothers Sir Thomas Sherley his trauels, vvith his three yeares imprisonment in Turkie: his inlargement by his Maiesties letters to the great Turke: and lastly, his safe returne into England this present yeare, 1607. Sir Anthony Sherley his embassage to the Christian princes. Master Robert Sherley his wars against the Turkes, with his marriage to the Emperour of Persia his neece.","Sherley, Thomas, -- Sir, 1564-1630? -- Early works to 1800.; Sherley, Anthony, -- Sir, 1565-1635? -- Early works to 1800.; Sherley, Robert, -- Sir, 1581?-1628 -- Early works to 1800.; Turkey -- Description and travel -- Early works to 1800.; Iran -- Description and travel -- Early works to 1800.",82,17302,17,1600,1600-1650,n,
A08874,99849149,14285,STC 19156; ESTC S113921,Free,"Palmer, Thomas, Sir, 1540-1626.; Zwinger, Theodor, 1533-1588. Methodus apodemica.",1606,"An essay of the meanes hovv to make our trauailes, into forraine countries, the more profitable and honourable",Travel -- Early works to 1800.,147,40871,17,1600,1600-1650,n,
A10725,99857630,23393,STC 21005; ESTC S122506,Free,"Rich, Richard, fl. 1610.",1610,"Nevves from Virginia The lost flocke triumphant. With the happy arriuall of that famous and worthy knight Sr. Thomas Gates: and the well reputed & valiant captaine Mr. Christopher Newporte, and others, into England. With the maner of their distresse in the Iland of Deuils (otherwise called Bermoothawes) where they remayned 42. weekes, & builded two pynaces, in which they returned into Virginia. By R. Rich, Gent. one of the voyage.","Gates, Thomas, -- Sir, d. 1621.; Newport, Christopher, ca. 1565-1617.; Virginia -- Description and travel -- Early works to 1800.; Virginia -- History -- Colonial period, ca. 1600-1775 -- Early works to 1800.; Bermuda Islands -- Description and travel -- Early works to 1800.; Bermuda Islands -- History -- Early works to 1800.",16,1408,17,1610,1600-1650,y,
A10859,99851320,16591,STC 21130; ESTC S116103,Free,"Robson, Charles, 1598-1638.; Vicars, Thomas, d. 1638.",1628,"Nevves from Aleppo A letter written to T.V. B. of D. vicar of Cockfield in Southsex· By Charles Robson Master of Artes, fellow of Qu: Col: in Oxford, and preacher to the Company of our English Merchants at Aleppo. Containing many remarkeable occurrences obserued by him in his iourney thither.",Mediterranean Region -- Description and travel -- Early works to 1800.,22,4470,17,1620,1600-1650,n,
A11082,99851469,16743,STC 21350; ESTC S116252,Free,"Rous, Francis, b. 1615.",1637,"Archæologiæ Atticæ libri tres. = Three bookes of the Attick antiquities Containing the description of the citties glory, government, division of the people, and townes within the Athenian territories, their religion, superstition, sacrifices, account of their yeare, as also a full relation of their iudicatories. By Francis Rous scholler of Merton Colledge in Oxon.; Archæologiæ Atticæ. Books 1-3.",Athens (Greece) -- Antiquities -- Early works to 1800.; Athens (Greece) -- Description and travel -- Early works to 1800.,158,59661,17,1630,1600-1650,y,
A11767,99837465,1787,STC 22061; ESTC S101657,Free,"Scott, Edmund.",1606,"An exact discourse of the subtilties, fashishions [sic], pollicies, religion, and ceremonies of the East Indians as well Chyneses as Iauans, there abyding and dweling. Together with the manner of trading with those people, as well by vs English, as by the Hollanders: as also what hath happened to the English nation at Bantan in the East Indies, since the 2. of February 1602. vntil the 6. of October 1605. Whereunto is added a briefe discription of Iaua Maior. Written by Edmund Scott, resident there, and in other places neere adioyng [sic], the space of three yeeres and a halfe.",Indonesia -- Description and travel -- To 1800.; Indonesia -- History -- 1478-1798 -- Early works to 1800.,104,34735,17,1600,1600-1650,n,
A12119,99852477,17801,STC 22424; ESTC S117262,Free,"Sherley, Anthony, Sir, 1565-1635?",1613,"Sir Antony Sherley his relation of his trauels into Persia The dangers, and distresses, which befell him in his passage, both by sea and land, and his strange and vnexpected deliuerances. His magnificent entertainement in Persia, his honourable imployment there-hence, as embassadour to the princes of Christendome, the cause of his disapointment therein, with his aduice to his brother, Sir Robert Sherley, also, a true relation of the great magnificence, valour, prudence, iustice, temperance, and other manifold vertues of Abas, now King of Persia, with his great conquests, whereby he hath inlarged his dominions. Penned by Sr. Antony Sherley, and recommended to his brother, Sr. Robert Sherley, being now in prosecution of the like honourable imployment.",Middle East -- Description and travel -- Early works to 1800.; Iran -- Description and travel -- Early works to 1800.,148,47253,17,1610,1600-1650,y,
A12458,99857044,22712,STC 22787; ESTC S121885,Free,"Smith, John, 1580-1631.; Pass, Simon van de, 1595?-1647, engraver.",1631,"Advertisements for the unexperienced planters of New-England, or any where. Or, The path-way to experience to erect a plantation With the yearely proceedings of this country in fishing and planting, since the yeare 1614. to the yeare 1630. and their present estate. Also how to prevent the greatest inconveniences, by their proceedings in Virginia, and other plantations, by approved examples. With the countries armes, a description of the coast, harbours, habitations, land-markes, latitude and longitude: with the map, allowed by our royall King Charles. By Captaine Iohn Smith, sometimes governour of Virginia, and admirall of Nevv-England.",New England -- Description and travel -- Early works to 1800.; New England -- History -- Colonial period -- Early works to 1800.; Massachusetts -- History -- Colonial period -- Early works to 1800.; Massachusetts -- History -- Colonial period (New Plymouth) -- Early works to 1800.,55,15657,17,1630,1600-1650,n,
